"papel","cotacao","pl","pvp","psr","div_yield","p_ativo","p_cap_giro","p_ebit","p_ativ_circ_liq","ev_ebit","mrg_ebit","mrg_liq","liq_corr","roic","roe","liq_2meses","patrim_liq","div_brut_patrim","cresc_rec_5a","setor","subsetor","empresa","tipo"
"BMTO3","7,82","17,84","2,14","0,000","0,00%","2,097","0,00","-2.711,85","0,00","-2.710,74","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%","Utilidades Domésticas","Eletrodomésticos","BRASMOTOR S.A ON","ON"
"DOHL3","7,00","17,92","0,81","0,970","0,00%","0,640","1,57","20,47","2,37","17,35","4,74%","5,42%","6,83","3,64%","4,52%","567,46","523.456.000,00","0,02","6,06%","Tecidos, Vestuário e Calçados","Fios e Tecidos","DOHLER ON","ON"
"ALPA4","16,35","18,00","3,56","2,080","2,41%","2,074","7,54","19,40","11,23","19,83","10,72%","11,39%","1,90","13,46%","19,80%","11.321.100,00","2.158.430.000,00","0,26","4,44%","Tecidos, Vestuário e Calçados","Calçados","ALPARGATAS PN N1","PN N1"
"UCOP4","6,50","18,01","1,30","19,050","0,00%","0,844","5,14","22,70","-8,61","24,17","83,92%","110,51%","13,37","3,91%","7,23%","0,00","972.713.000,00","0,16","9,25%","Alimentos","Açucar e Alcool","USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL PN","PN"
"WIZS3","17,09","18,21","22,00","5,856","2,84%","4,406","-53,05","10,50","-6,84","10,35","55,76%","33,07%","0,63","45,35%","120,82%","29.177.300,00","124.237.000,00","0,00","24,55%","Previdência e Seguros","Corretoras de Seguros","WIZ S.A. ON NM","ON NM"
"POMO3","3,75","18,26","1,85","1,230","3,43%","0,730","2,61","3.702,66","190,64","4.659,19","0,03%","7,08%","1,86","0,03%","10,13%","1.079.050,00","1.875.520.000,00","1,15","-8,73%","Material de Transporte","Material Rodoviário","MARCOPOLO ON","ON"
"FRAS3","5,99","18,27","1,67","1,663","3,43%","1,036","2,38","20,17","3,39","15,40","8,24%","9,12%","2,73","10,35%","9,15%","521.646,00","779.925.000,00","0,32","4,48%","Material de Transporte","Material Rodoviário","FRAS-LE S.A. ON","ON"
"SEER3","33,15","18,37","3,79","3,501","0,83%","2,004","11,47","13,78","-15,65","13,65","25,40%","19,05%","2,04","17,73%","20,62%","35.674.800,00","1.095.520.000,00","0,27","61,10%","Diversos","Educacional","SER EDUCA ON NM","ON NM"
"ALUP11","18,80","18,43","1,44","3,669","2,33%","0,513","4,00","5,33","-2,56","7,96","68,80%","43,06%","1,84","11,32%","7,79%","12.023.200,00","3.835.610.000,00","1,10","5,06%","Energia Elétrica","Energia Elétrica","ALUPAR UNT N2","UNT N2"
"CESP3","12,68","18,44","0,57","2,884","6,93%","0,372","24,22","6,63","-1,38","6,60","43,50%","15,64%","1,29","5,88%","3,10%","268.229,00","7.255.670.000,00","0,07","-22,96%","Energia Elétrica","Energia Elétrica","CESP CIA ENERGETICA SAO PAULO ON","ON"
"BFIT3","0,98","18,49","2,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%","","","BANCO SUDAMERIS BRASIL SA ON","ON"
"AFLU5","10,60","18,57","4,80","6,028","5,45%","4,067","27,70","17,40","37,52","16,52","34,64%","32,47%","2,28","33,49%","25,87%","0,00","41.526.000,00","0,00","8,25%","Energia Elétrica","Energia Elétrica","AFLUENTE PNA","PNA"
"TMCP3","56,00","18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%","Telefonia Móvel","Telefonia Móvel","TELEMIG CELULAR PARTICIPAÇÕES S.A. ON","ON"
"KROT3","20,33","18,63","2,27","6,086","1,93%","1,835","18,78","20,26","-72,81","19,68","30,05%","32,66%","2,46","9,96%","12,16%","169.623.000,00","14.697.000.000,00","0,03","35,86%","Diversos","Educacional","KROTON ON N2","ON N2"
"CSRN5","21,41","18,76","4,26","1,826","5,35%","1,453","-14,72","13,50","-3,37","17,00","13,53%","9,74%","0,70","12,51%","22,69%","375,98","845.192.000,00","1,24","8,44%","Energia Elétrica","Energia Elétrica","COSERN PNA","PNA"
"CALI3","125,01","18,80","1,92","2,059","1,97%","1,007","5,60","23,55","-6,58","23,37","8,74%","10,95%","2,26","4,34%","10,21%","0,00","24.226.000,00","0,00","-12,63%","Construção e Engenharia","Construção Civil","CAL S/A ON","ON"
"BRSR5","26,99","18,83","1,67","0,000","2,53%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","8,88%","2.545,68","6.599.870.000,00","0,00","4,15%","Financeiros","Bancos","BANRISUL S/A PNA","PNA"
"ESTC3","32,48","18,85","3,77","3,140","5,07%","2,333","15,41","15,61","319,16","16,35","20,12%","16,65%","1,64","17,41%","20,02%","125.464.000,00","2.735.400.000,00","0,38","21,04%","Diversos","Educacional","Estacio Part ON N2","ON N2"
"PTBL3","5,49","18,90","3,12","0,859","1,34%","0,694","8,19","8,18","-2,03","12,41","10,51%","4,55%","1,24","10,16%","16,49%","3.514.580,00","279.174.000,00","1,96","7,12%","Construção e Engenharia","Materiais de Construção","PORTOBELLO S/A ON","ON"
"MDIA3","50,28","19,05","3,66","3,139","1,03%","2,943","9,92","16,26","13,72","15,88","19,31%","16,48%","3,60","22,01%","19,22%","30.223.900,00","4.655.600.000,00","0,11","7,98%","Alimentos","Alimentos Diversos","M.DIASBRANCO ON NM","ON NM"
"FIGE4","38,01","19,18","0,44","0,000","0,17%","0,432","0,00","-115,79","0,00","50,92","0,00%","0,00%","0,00","0,00%","2,29%","0,00","204.500.000,00","0,00","0,00%","Outros","Outros","INVESTIMENTOS BEMGE PN","PN"
"VIVT3","45,80","19,19","1,13","1,807","4,18%","0,742","-81,30","10,95","-5,36","11,37","16,50%","9,42%","0,96","7,87%","5,88%","898.650,00","68.657.400.000,00","0,15","6,50%","Telefonia Fixa","Telefonia Fixa","TELEF BRASIL ON","ON"
"LUXM3","10,00","19,28","0,50","1,052","0,00%","0,275","-5,15","4,39","-0,71","8,35","23,96%","5,45%","0,55","6,45%","2,62%","0,00","103.045.000,00","0,48","2,37%","Transporte","Transporte Hidroviário","TREVISA INVESTIMENTOS SA ON","ON"
"TMCP4","58,20","19,31","1,44","1,585","0,00%","0,973","4,00","25,21","4,92","20,63","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%","Telefonia Móvel","Telefonia Móvel","TELEMIG CELULAR PARTICIPAÇÕES S.A. PN","PN"
"ODPV3","15,65","19,58","9,10","5,929","2,57%","6,233","29,23","14,28","33,34","13,42","41,52%","30,29%","1,74","72,30%","46,47%","17.425.300,00","913.867.000,00","0,00","8,55%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","ODONTOPREV ON NM","ON NM"
"CEEB5","22,00","19,65","1,50","0,608","0,00%","0,382","-3,68","6,52","-0,76","13,36","9,33%","3,09%","0,70","6,95%","7,66%","428,64","2.982.520.000,00","1,87","8,98%","Energia Elétrica","Energia Elétrica","COELBA PNA","PNA"
"HGTX3","28,91","19,97","3,81","3,083","6,41%","3,036","6,01","23,79","6,37","22,85","12,96%","15,44%","3,87","16,76%","19,09%","33.990.100,00","1.227.390.000,00","0,02","-1,78%","Tecidos, Vestuário e Calçados","Vestuário","CIA HERING ON N1","ON N1"
"ECOR3","11,80","19,98","11,57","2,234","3,83%","0,990","-14,02","5,72","-1,35","9,44","39,05%","11,68%","0,71","19,44%","57,90%","25.644.400,00","569.984.000,00","8,69","2,46%","Transporte","Exploração de Rodovias","ECORODOVIAS ON NM","ON NM"
"AUTM3","19,70","20,00","1,90","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","10,47%","4,31%","1,48","11,93%","9,50%","0,00","1.304.250.000,00","0,97","28,21%","Material de Transporte","Material Rodoviário","AUTOMETAL ON NM","ON NM"
"AEDU11","37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%","Diversos","Educacional","ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA UNT","UNT"
"GUAR3","149,99","20,21","2,52","1,528","0,78%","1,266","4,76","18,11","14,11","19,59","8,44%","7,56%","1,83","8,29%","12,46%","8.468.940,00","3.716.050.000,00","0,38","13,50%","Comércio","Tecidos, Vestuário e Calçados","GUARARAPES CONFECÇÕES ON","ON"
"BRAP4","24,33","20,26","1,02","0,000","2,40%","0,800","0,00","-531,93","0,00","-515,61","0,00%","0,00%","0,00","0,00%","5,05%","52.796.600,00","8.312.100.000,00","0,00","0,00%","Holdings Diversificadas","Holdings Diversificadas","BRADESPAR S/A PN N1","PN N1"
"BMEB4","4,95","20,27","0,32","0,000","6,70%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,59%","91.441,50","705.851.000,00","0,00","12,75%","Financeiros","Bancos","BANCO MERCANTIL DO BRASIL S/A PN","PN"
"JOPA3","23,80","20,32","0,54","0,710","3,47%","0,148","0,44","4,84","5,13","12,78","14,67%","3,58%","2,04","4,18%","2,66%","2.871,36","465.759.000,00","1,80","-17,00%","Alimentos","Alimentos Diversos","JOSAPAR S/A ON","ON"
"CESP6","14,02","20,39","0,63","3,189","6,27%","0,411","26,78","7,33","-1,53","7,30","43,50%","15,64%","1,29","5,88%","3,10%","33.906.800,00","7.255.670.000,00","0,07","-22,96%","Energia Elétrica","Energia Elétrica","CESP CIA ENERGETICA SAO PAULO PNB","PNB"
"CPLE6","28,85","20,64","0,52","0,617","6,74%","0,246","-6,38","4,86","-0,70","9,68","12,68%","2,99%","0,81","5,62%","2,52%","15.644.300,00","15.194.800.000,00","0,62","9,64%","Energia Elétrica","Energia Elétrica","COPEL PNB","PNB"
"TCSL4","7,82","21,06","1,08","1,195","0,00%","0,590","9,64","8,79","-2,83","10,06","13,61%","5,68%","1,33","8,29%","5,12%","0,00","17.544.900.000,00","0,35","-6,03%","Telefonia Móvel","Telefonia Móvel","TIM PARTICIPAÇÕES S.A. PN","PN"
"GUAR4","158,00","21,29","2,65","1,610","0,81%","1,333","5,01","19,07","14,86","20,56","8,44%","7,56%","1,83","8,29%","12,46%","1.331.610,00","3.716.050.000,00","0,38","13,50%","Comércio","Tecidos, Vestuário e Calçados","GUARARAPES CONFECÇÕES PN","PN"
"VIVT4","50,94","21,34","1,25","2,010","4,14%","0,825","-90,42","12,18","-5,96","12,60","16,50%","9,42%","0,96","7,87%","5,88%","71.404.800,00","68.657.400.000,00","0,15","6,50%","Telefonia Fixa","Telefonia Fixa","TELEF BRASIL PN","PN"
"NATU3","31,14","21,41","9,89","1,689","0,89%","1,735","-32,16","13,85","-5,78","15,90","12,19%","8,02%","0,91","18,48%","46,21%","56.414.500,00","1.357.630.000,00","2,66","5,03%","Prods. de Uso Pessoal e de Limpeza","Produtos de Uso Pessoal","NATURA COSMETICOS SA ON","ON"
"ALUP3","7,34","21,58","1,68","4,298","1,99%","0,601","4,69","6,25","-2,99","8,87","68,80%","43,06%","1,84","11,32%","7,79%","3.688,61","3.835.610.000,00","1,10","5,06%","Energia Elétrica","Energia Elétrica","ALUPAR ON N2","ON N2"
"FIGE3","43,00","21,69","0,50","0,000","0,14%","0,489","0,00","-131,00","0,00","35,72","0,00%","0,00%","0,00","0,00%","2,29%","0,00","204.500.000,00","0,00","0,00%","Outros","Outros","INVESTIMENTOS BEMGE ON","ON"
"AFLT3","5,03","21,88","6,63","10,464","12,64%","5,490","6,61","18,19","7,82","17,42","57,54%","47,83%","20,03","42,70%","30,31%","1.823,45","47.846.000,00","0,06","-3,68%","Energia Elétrica","Energia Elétrica","AFLUENTE T ON","ON"
"CRTP3","86,50","22,26","2,38","2,435","0,00%","1,570","5,55","19,63","8,19","18,02","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%","","","CELULAR CRT PARTICIPAÇÕES S/A ON","ON"
"CEEB3","25,00","22,33","1,71","0,691","4,41%","0,434","-4,18","7,41","-0,86","14,25","9,33%","3,09%","0,70","6,95%","7,66%","10.558,20","2.982.520.000,00","1,87","8,98%","Energia Elétrica","Energia Elétrica","COELBA ON","ON"
"BSCT6","2,58","22,49","2,04","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%","Financeiros","Bancos","BESC S.A. PNBANT","PNBANT"
"POMO4","4,65","22,64","2,29","1,525","2,77%","0,905","3,23","4.591,30","236,39","5.547,83","0,03%","7,08%","1,86","0,03%","10,13%","20.233.200,00","1.875.520.000,00","1,15","-8,73%","Material de Transporte","Material Rodoviário","MARCOPOLO PN N2","PN N2"
"EQTL3","61,45","22,65","2,90","1,474","1,40%","0,852","5,64","10,99","-3,12","13,09","13,42%","9,05%","1,68","10,15%","12,82%","64.844.300,00","4.205.360.000,00","1,16","19,17%","Energia Elétrica","Energia Elétrica","EQUATORIAL ENERGIA S.A. ON NM","ON NM"
"RSIP3","0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%","Agropecuária","Agricultura","RASIP AGRO PASTORIL ON","ON"
"RSIP4","0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%","Agropecuária","Agricultura","RASIP AGRO PASTORIL PN","PN"
"EZTC3","23,67","22,80","1,42","8,312","4,61%","1,122","2,34","41,39","2,40","38,28","20,08%","37,18%","3,50","3,34%","6,22%","12.421.600,00","2.755.770.000,00","0,13","-16,86%","Construção e Engenharia","Construção Civil","EZTec ON NM","ON NM"
"LUXM4","12,00","23,14","0,61","1,262","4,18%","0,330","-6,18","5,27","-0,85","9,23","23,96%","5,45%","0,55","6,45%","2,62%","511,36","103.045.000,00","0,48","2,37%","Transporte","Transporte Hidroviário","TREVISA INVESTIMENTOS SA PN","PN"
"WEGE4","16,10","23,41","4,09","2,878","0,00%","1,833","4,53","19,84","13,22","19,52","14,51%","12,34%","2,46","15,47%","17,49%","0,00","6.348.050.000,00","0,73","10,47%","Máquinas e Equipamentos","Motores, Compressores e Outros","WEG SA PN N1","PN N1"
"TVIT3","19,30","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","10,64%","7,27%","1,04","17,58%","23,24%","0,00","314.984.000,00","0,56","0,00%","Programas e Serviços","Programas e Serviços","TIVIT ON NM","ON NM"
"PNVL4","304,00","23,51","3,41","0,633","1,36%","1,690","6,17","-46,20","8,23","-49,51","-1,37%","2,69%","1,63","-4,87%","14,51%","29.202,70","406.203.000,00","0,26","7,61%","Comércio e Distribuição","Medicamentos","PANVEL FARMÁCIAS PN","PN"
"ENMT3","17,00","23,57","1,92","1,016","0,00%","0,682","-79,58","7,66","-1,66","10,56","13,26%","4,31%","0,96","10,16%","8,16%","1.938,52","1.880.890.000,00","0,85","11,66%","Energia Elétrica","Energia Elétrica","ENERGISA MT ON","ON"
"MLFT3","18,00","23,64","1,19","2,463","3,33%","0,322","13,44","4,39","-0,91","8,86","56,13%","24,11%","1,26","8,01%","5,03%","139,93","1.412.190.000,00","1,52","-22,65%","Telefonia Fixa","Telefonia Fixa","JEREISSATI PARTICIPACOES ON","ON"
"TMGC3","1.500,00","23,77","3,05","2,182","0,00%","2,101","12,70","33,47","22,43","32,14","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%","Telefonia Móvel","Telefonia Móvel","TELEMIG CELULAR ON","ON"
"TSEP4","29,01","23,97","1,30","1,282","0,00%","0,906","3,80","14,82","4,43","12,29","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%","","","TELE SUDESTE CELULAR PART SA PN","PN"
"SMTO3","18,55","24,00","2,10","2,621","1,50%","0,736","4,87","14,00","-2,36","19,49","18,72%","10,92%","1,81","6,34%","8,75%","15.271.400,00","3.214.610.000,00","1,24","14,23%","Alimentos","Alimentos Diversos","SAO MARTINHO ON NM","ON NM"
"SCAR3","39,95","24,28","1,72","4,835","0,80%","0,771","23,42","7,42","-1,68","11,93","65,15%","20,07%","1,56","11,10%","7,07%","972.436,00","1.343.740.000,00","1,19","-0,31%","Exploração de Imóveis","Exploração de Imóveis","SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON","ON"
"SHOW3","9,45","24,30","2,12","1,174","0,99%","0,928","5,50","13,96","10,27","10,79","8,41%","4,67%","1,35","12,35%","8,73%","1.786.490,00","300.779.000,00","0,11","0,57%","Viagens e Lazer","Produção de Eventos e Shows","TIME FOR FUN ON NM","ON NM"
"CSAN3","37,87","24,32","1,71","2,195","4,40%","0,573","7,05","17,36","-1,51","23,70","12,65%","12,05%","1,59","4,05%","7,04%","43.932.800,00","9.019.750.000,00","1,00","-27,77%","Alimentos","Açucar e Alcool","COSAN SA INDUSTRIA E COMERCIO ON","ON"
"MAGS3","62,45","24,49","3,13","2,217","0,00%","2,120","4,90","15,02","6,65","14,19","14,76%","8,91%","3,06","18,74%","12,78%","0,00","848.546.000,00","0,13","10,05%","Materiais Diversos","Materiais Diversos","MAGNESITA S/A ON","ON"
"CPLE5","35,00","25,04","0,63","0,748","8,26%","0,299","-7,74","5,90","-0,85","10,72","12,68%","2,99%","0,81","5,62%","2,52%","0,00","15.194.800.000,00","0,62","9,64%","Energia Elétrica","Energia Elétrica","COPEL PNA","PNA"
"CRUZ3","27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","31,89%","26,13%","1,19","46,80%","88,76%","0,00","1.877.350.000,00","0,63","3,04%","Fumo","Cigarros e Fumo","SOUZA CRUZ ON","ON"
"TNLP4","20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,40","-0,33","9,07","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%","Telefonia Fixa","Telefonia Fixa","TELEMAR PN","PN"
"AMBV4","86,80","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%","Bebidas","Cervejas e Refrigerantes","AMBEV PN","PN"
"AMBV3","87,00","26,65","8,76","8,045","0,00%","5,266","144,35","20,59","-37,80","20,41","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%","Bebidas","Cervejas e Refrigerantes","AMBEV ON","ON"
"CTSA4","2,78","27,06","0,44","0,272","0,00%","0,233","4,07","4,09","-4,27","9,97","6,65%","1,00%","1,16","6,12%","1,61%","2.816,80","250.886.000,00","0,65","-0,56%","Tecidos, Vestuário e Calçados","Fios e Tecidos","SANTANENSE PN","PN"
"REDE3","2,81","27,11","1,94","0,708","0,64%","0,410","22,64","7,01","-0,88","10,52","10,10%","3,29%","1,08","6,69%","7,16%","232.165,00","2.978.780.000,00","1,29","6,96%","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","ON"
"JOPA4","32,00","27,32","0,73","0,954","2,84%","0,199","0,59","6,51","6,90","14,45","14,67%","3,58%","2,04","4,18%","2,66%","186,36","465.759.000,00","1,80","-17,00%","Alimentos","Alimentos Diversos","JOSAPAR S/A PN","PN"
"MLFT4","20,80","27,32","1,38","2,846","2,88%","0,372","15,53","5,07","-1,05","9,54","56,13%","24,11%","1,26","8,01%","5,03%","461.969,00","1.412.190.000,00","1,52","-22,65%","Telefonia Fixa","Telefonia Fixa","JEREISSATI PARTICIPACOES PN","PN"
"RPSA4","4,90","27,33","1,55","5,697","0,00%","0,805","5,09","107,53","-4,50","137,55","5,30%","20,85%","2,09","0,85%","5,69%","0,00","1.167.980.000,00","0,61","-14,23%","","","RIPASA PN N1","PN N1"
"SHUL4","7,50","27,56","1,01","1,119","1,83%","0,473","1,29","27,11","3,86","32,12","4,13%","4,06%","2,27","2,57%","3,67%","633.934,00","473.384.000,00","0,78","-12,22%","Máquinas e Equipamentos","Motores, Compressores e Outros","SCHULZ PN","PN"
"HETA4","8,90","27,68","-0,01","1,764","0,00%","0,536","-0,66","2,07","-0,01","140,79","85,35%","6,37%","0,12","26,06%","-0,05%","988,66","-335.003.000,00","-0,91","-11,95%","Utilidades Domésticas","Utensílios Domésticos","HERCULES S/A PN","PN"
"ABEV3","21,07","27,72","6,93","7,332","2,90%","3,937","-111,39","23,93","-29,18","23,66","30,63%","27,52%","0,89","20,45%","25,01%","265.991.000,00","47.769.200.000,00","0,10","1,91%","Bebidas","Cervejas e Refrigerantes","AMBEV S/A ON NM","ON NM"
"REDE4","2,90","27,97","2,00","0,731","0,68%","0,423","23,36","7,23","-0,90","10,74","10,10%","3,29%","1,08","6,69%","7,16%","0,00","2.978.780.000,00","1,29","6,96%","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. PN","PN"
"SEBB11","23,27","28,01","6,44","2,214","0,00%","5,279","24,65","23,96","28,94","23,73","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%","Diversos","Educacional","SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A UNT N2","UNT N2"
"BRKM5","45,78","28,11","5,66","0,759","0,00%","0,669","-8,78","3,71","-1,20","5,26","20,45%","2,70%","0,82","24,03%","20,14%","54.694.200,00","6.445.860.000,00","3,66","6,45%","Químicos","Petroquímicos","BRASKEM PNA N1","PNA N1"
"CTSA3","2,90","28,22","0,45","0,284","0,00%","0,243","4,24","4,27","-4,45","10,14","6,65%","1,00%","1,16","6,12%","1,61%","8.007,34","250.886.000,00","0,65","-0,56%","Tecidos, Vestuário e Calçados","Fios e Tecidos","SANTANENSE ON","ON"
"BRKM3","46,00","28,25","5,69","0,763","0,00%","0,672","-8,82","3,73","-1,21","5,28","20,45%","2,70%","0,82","24,03%","20,14%","142.029,00","6.445.860.000,00","3,66","6,45%","Químicos","Petroquímicos","BRASKEM ON N1","ON N1"
"RENT3","58,81","28,57","5,44","2,557","1,29%","1,492","15,53","15,38","-3,76","17,92","16,62%","8,95%","1,41","16,60%","19,03%","86.144.900,00","2.405.660.000,00","1,86","10,43%","Diversos","Aluguel de Carros","LOCALIZA RENT A CAR ON","ON"
"LCAM3","13,30","28,76","2,41","1,278","3,80%","0,516","44,22","6,62","-1,00","12,16","19,31%","4,44%","1,05","11,24%","8,40%","625.248,00","454.232.000,00","2,77","13,76%","Diversos","Aluguel de Carros","LOCAMERICA ON NM","ON NM"
"CESP5","19,80","28,80","0,89","4,504","9,21%","0,581","37,82","10,35","-2,16","10,32","43,50%","15,64%","1,29","5,88%","3,10%","15.868,70","7.255.670.000,00","0,07","-22,96%","Energia Elétrica","Energia Elétrica","CESP CIA ENERGETICA SAO PAULO PNA","PNA"
"CREM3","9,70","29,20","1,89","0,449","0,87%","0,466","5,13","4,43","-2,49","7,80","10,13%","1,54%","1,19","13,97%","6,48%","5.647,39","159.324.000,00","2,10","4,79%","Saúde","Medicamentos e Outros Produtos","CREMER S.A. ON","ON"
"RGEG3","3,00","29,24","1,80","0,987","0,00%","0,701","-15,60","7,60","-2,09","11,38","12,98%","3,37%","0,86","10,97%","6,16%","0,00","1.699.710.000,00","1,12","5,57%","Energia Elétrica","Energia Elétrica","RGE - RIO GRANDE ENERGIA ON","ON"
"BVMF3","23,75","29,37","2,02","17,706","1,53%","1,313","55,80","45,94","-5,91","48,18","38,54%","60,28%","1,22","3,21%","6,89%","197.454.000,00","24.166.600.000,00","0,26","7,38%","Serviços Financeiros Diversos","Serviços Financeiros Diversos","BMF BOVESPA ON NM","ON NM"
"TRIS3","3,65","29,61","0,53","0,740","3,56%","0,314","0,73","12,05","1,14","18,81","6,14%","2,70%","2,88","2,78%","1,80%","1.445.890,00","500.411.000,00","0,35","-10,85%","Construção e Engenharia","Construção Civil","Trisul ON NM","ON NM"
"BMEB3","7,25","29,69","0,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,59%","4.511,84","705.851.000,00","0,00","12,75%","Financeiros","Bancos","BANCO MERCANTIL DO BRASIL S/A ON","ON"
"VULC4","18,00","30,00","25,77","2,242","0,00%","3,027","15,69","16,01","-10,60","17,99","14,01%","7,47%","1,48","21,18%","85,91%","0,00","129.379.000,00","3,47","-1,52%","Tecidos, Vestuário e Calçados","Calçados","VULCABRAS S/A. PN","PN"
"UGPA3","77,71","30,31","4,81","0,566","2,21%","1,762","5,57","16,87","-16,51","19,30","3,35%","1,88%","2,51","14,86%","15,88%","103.511.000,00","8.985.630.000,00","1,38","8,01%","Holdings Diversificadas","Holdings Diversificadas","ULTRAPAR PARTICIPAÇÕES SA ON","ON"
"SUZA4","13,90","30,40","0,65","0,254","0,00%","0,082","0,59","1,09","-0,23","5,59","23,38%","2,67%","2,12","8,88%","2,14%","0,00","3.692.660.000,00","3,69","18,44%","Holdings Diversificadas","Holdings Diversificadas","SUZANO HOLDING S.A. PN N1","PN N1"
"TGMA3","21,16","30,41","3,49","1,438","1,63%","1,723","10,14","17,63","-20,91","18,78","8,16%","4,73%","1,67","13,11%","11,48%","6.913.200,00","400.073.000,00","0,68","-16,37%","Transporte","Transporte Rodoviário","Tegma ON NM","ON NM"
"FLRY3","29,75","30,46","5,69","4,165","4,91%","2,976","21,40","21,82","-19,22","22,74","19,09%","13,67%","1,76","16,71%","18,67%","72.462.400,00","1.646.460.000,00","0,50","9,19%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","FLEURY ON NM","ON NM"
"BSCT5","3,50","30,51","2,76","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%","Financeiros","Bancos","BESC S.A. PNAANT","PNAANT"
"BRKM6","49,97","30,69","6,18","0,829","0,00%","0,730","-9,58","4,05","-1,31","5,60","20,45%","2,70%","0,82","24,03%","20,14%","340,73","6.445.860.000,00","3,66","6,45%","Químicos","Petroquímicos","BRASKEM PNB N1","PNB N1"
"ENGI4","4,40","31,08","2,02","0,610","2,57%","0,377","7,83","5,56","-0,83","9,37","10,96%","2,33%","1,19","8,23%","6,49%","7.286,91","3.770.950.000,00","2,01","46,97%","Energia Elétrica","Energia Elétrica","ENERGISA PN","PN"
"TIMP3","11,70","31,51","1,61","1,789","0,52%","0,883","14,43","13,14","-4,24","14,42","13,61%","5,68%","1,33","8,29%","5,12%","34.192.200,00","17.544.900.000,00","0,35","-6,03%","Telefonia Móvel","Telefonia Móvel","TIM PARTICIPAÇÕES S.A. ON","ON"
"WEGE3","22,19","32,27","5,64","3,967","1,71%","2,526","6,24","27,34","18,22","27,02","14,51%","12,34%","2,46","15,47%","17,49%","37.969.200,00","6.348.050.000,00","0,73","10,47%","Máquinas e Equipamentos","Motores, Compressores e Outros","WEG SA ON N1","ON N1"
"CVCB3","43,47","32,48","10,77","5,342","0,76%","1,577","16,02","10,86","-40,05","11,66","49,19%","18,63%","1,14","17,11%","33,17%","35.767.600,00","546.678.000,00","1,03","18,53%","Viagens e Lazer","Viagens e Turismo","CVC BRASIL ON NM","ON NM"
"TSEP3","40,00","33,05","1,79","1,768","0,00%","1,250","5,24","20,44","6,11","17,91","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%","","","TELE SUDESTE CELULAR PART SA ON","ON"
